SLAMBench Report run started:	2020-02-23 09:07:44

Properties:
=================

frame-limit: 0
log-file: ./experiments/config-experiments/ICL2-KF-INT-00500.log
input: datasets/ICL_NUIM/living_room_traj2_loop.slam
load-slam-library: ./build/lib/libkfusion-cpp-library.dylib
dse: false
help: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
load-filter-library: ./build/lib/libint-skip-flow-filter.dylib
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4
skip-threshold: 0.005

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	X	Y	Z
508	20.2800000000	0.0083307857	0.0062599589	0.0090794573	0.0078329982	0.6630740000	0.0767690000	0.0585690000	0.0000010000	0.5252460000	0.0021250000	0	0	4.7637319565	4.1464467049	6.1515822411
509	20.3200000000	0.0083439862	0.0062640532	0.0090794573	0.0078269132	1.3079550000	0.0763740000	0.0592730000	0.0629110000	0.5225820000	0.5864360000	0	0	4.7674021721	4.1452689171	6.1419901848
510	20.3600000000	0.0084017655	0.0062682448	0.0090794573	0.0078195162	0.6587900000	0.0766990000	0.0569660000	0.0000010000	0.5226730000	0.0020980000	0	0	4.7717962265	4.1464433670	6.1271195412
511	20.4000000000	0.0084109586	0.0062724380	0.0090794573	0.0078129790	0.7183640000	0.0767470000	0.0589120000	0.0622110000	0.5179380000	0.0021880000	0	0	4.7746844292	4.1503438950	6.1147861481
512	20.4400000000	0.0084300945	0.0062766522	0.0090794573	0.0078243729	0.6659720000	0.0764810000	0.0672300000	0.0000000000	0.5197700000	0.0021400000	0	0	4.7713656425	4.1509509087	6.1018667221
513	20.4800000000	0.0085385684	0.0062810613	0.0090794573	0.0078310419	1.2820700000	0.0767080000	0.0510060000	0.0616930000	0.5146060000	0.5776130000	0	0	4.7760772705	4.1494565010	6.0906305313
514	20.5200000000	0.0085887285	0.0062855510	0.0090794573	0.0078251462	0.6528930000	0.0766900000	0.0591720000	0.0000000000	0.5145340000	0.0020980000	0	0	4.7775282860	4.1510038376	6.0790371895
515	20.5600000000	0.0086274687	0.0062900984	0.0090794573	0.0078249372	0.7103730000	0.0765560000	0.0588260000	0.0609850000	0.5114360000	0.0022040000	0	0	4.7827544212	4.1531791687	6.0666575432
516	20.6000000000	0.0086648380	0.0062947006	0.0090794573	0.0078348439	0.6583420000	0.0765070000	0.0682470000	0.0000000000	0.5111180000	0.0020880000	0	0	4.7856783867	4.1523652077	6.0530872345
517	20.6400000000	0.0087079816	0.0062993684	0.0090794573	0.0078380794	1.2751490000	0.0766470000	0.0587730000	0.0607410000	0.5075680000	0.5710560000	0	0	4.7814054489	4.1500430107	6.0542397499
518	20.6800000000	0.0086083421	0.0063038259	0.0090794573	0.0078307685	0.6632300000	0.0764370000	0.0759000000	0.0000000000	0.5084130000	0.0021180000	0	0	4.7956428528	4.1502032280	6.0334329605
519	20.7200000000	0.0087012695	0.0063084453	0.0090794573	0.0078244302	0.6959140000	0.0789190000	0.0488080000	0.0605070000	0.5051510000	0.0021620000	0	0	4.7865695953	4.1529803276	6.0375399590
520	20.7600000000	0.0087361420	0.0063131139	0.0090794573	0.0078287744	0.6486690000	0.0763600000	0.0648910000	0.0000000000	0.5050080000	0.0020550000	0	0	4.7795286179	4.1547775269	6.0377154350
521	20.8000000000	0.0086513180	0.0063176018	0.0090794573	0.0078427011	1.2642640000	0.0767210000	0.0590030000	0.0609020000	0.5037990000	0.5634790000	0	0	4.7772259712	4.1525998116	6.0301303864
522	20.8400000000	0.0087286253	0.0063222207	0.0090794573	0.0078397012	0.6287350000	0.0762840000	0.0487830000	0.0000000000	0.5012390000	0.0020650000	0	0	4.7788748741	4.1489849091	6.0235652924
523	20.8800000000	0.0086716255	0.0063267128	0.0090794573	0.0078328090	0.6890920000	0.0762650000	0.0513260000	0.0599810000	0.4989790000	0.0021770000	0	0	4.7684788704	4.1477632523	6.0293178558
524	20.9200000000	0.0087231407	0.0063312862	0.0090794573	0.0078287451	0.6398290000	0.0763850000	0.0606310000	0.0000010000	0.5003020000	0.0021000000	0	0	4.7852525711	4.1480779648	6.0077571869
525	20.9600000000	0.0086353440	0.0063356748	0.0090794573	0.0078212955	1.2473220000	0.0771090000	0.0506290000	0.0599230000	0.4978500000	0.5614430000	0	0	4.7850375175	4.1473393440	6.0027837753
526	21.0000000000	0.0085632661	0.0063399098	0.0090794573	0.0078142812	0.6367240000	0.0763570000	0.0594180000	0.0000000000	0.4985110000	0.0020730000	0	0	4.7930173874	4.1437888145	5.9897933006
527	21.0400000000	0.0085867960	0.0063441734	0.0090794573	0.0078147807	0.7027680000	0.0769050000	0.0673490000	0.0597490000	0.4961850000	0.0021990000	0	0	4.7940659523	4.1442995071	5.9806838036
528	21.0800000000	0.0086973934	0.0063486302	0.0090794573	0.0078075706	0.6472670000	0.0761800000	0.0676950000	0.0000000000	0.5006980000	0.0023150000	0	0	4.7967419624	4.1438503265	5.9758834839
529	21.1200000000	0.0085901804	0.0063528675	0.0090794573	0.0078011130	1.2462950000	0.0762950000	0.0572540000	0.0598130000	0.4946810000	0.5577880000	0	0	4.8099484444	4.1417245865	5.9553246498
530	21.1600000000	0.0085831396	0.0063570756	0.0090794573	0.0077964501	0.6431080000	0.0762280000	0.0672440000	0.0000010000	0.4972110000	0.0020420000	0	0	4.8065700531	4.1419506073	5.9535417557
531	21.2000000000	0.0086734565	0.0063614379	0.0090794573	0.0077898076	0.6921150000	0.0763400000	0.0602520000	0.0595510000	0.4934860000	0.0021120000	0	0	4.8146162033	4.1408452988	5.9383673668
532	21.2400000000	0.0086690141	0.0063657755	0.0090794573	0.0077837297	0.6426970000	0.0764140000	0.0685980000	0.0000010000	0.4951380000	0.0021500000	0	0	4.8150835037	4.1394963264	5.9303016663
533	21.2800000000	0.0086153410	0.0063699960	0.0090794573	0.0077776853	1.2320910000	0.0764430000	0.0505950000	0.0592910000	0.4920460000	0.5533440000	0	0	4.8136467934	4.1384325027	5.9252200127
534	21.3200000000	0.0087190233	0.0063743950	0.0090794573	0.0077728922	0.6329440000	0.0767190000	0.0593270000	0.0000010000	0.4944570000	0.0020760000	0	0	4.8209824562	4.1368780136	5.9098715782
535	21.3600000000	0.0087041035	0.0063787495	0.0090794573	0.0077687859	0.6913300000	0.0765720000	0.0595000000	0.0588930000	0.4937410000	0.0022490000	0	0	4.8266201019	4.1390314102	5.8949947357
536	21.4000000000	0.0086739091	0.0063830316	0.0090794573	0.0077624489	0.6338420000	0.0790900000	0.0594050000	0.0000000000	0.4929020000	0.0020730000	0	0	4.8242139816	4.1381816864	5.8911175728
537	21.4400000000	0.0089293104	0.0063877732	0.0090794573	0.0077553123	1.2438660000	0.0764910000	0.0679340000	0.0588390000	0.4902660000	0.5499520000	0	0	4.8319883347	4.1367287636	5.8738718033
538	21.4800000000	0.0089247022	0.0063924887	0.0090794573	0.0077483112	0.6219610000	0.0774640000	0.0507410000	0.0000000000	0.4913440000	0.0020310000	0	0	4.8321118355	4.1366653442	5.8656339645
539	21.5200000000	0.0091032963	0.0063975180	0.0091032963	0.0077412444	0.7275640000	0.0762870000	0.1004990000	0.0582980000	0.4899800000	0.0021200000	0	0	4.8303937912	4.1363601685	5.8576521873
540	21.5600000000	0.0093331533	0.0064029544	0.0093331533	0.0077351660	0.6379000000	0.0782190000	0.0686160000	0.0000000000	0.4885830000	0.0021070000	0	0	4.8335261345	4.1376218796	5.8429999352
541	21.6000000000	0.0091625983	0.0064080554	0.0093331533	0.0077284210	1.2243800000	0.0775440000	0.0509300000	0.0580950000	0.4886020000	0.5488210000	0	0	4.8341059685	4.1392884254	5.8337168694
542	21.6400000000	0.0090726968	0.0064129717	0.0093331533	0.0077261016	0.6321900000	0.0765640000	0.0674450000	0.0000000000	0.4857410000	0.0020620000	0	0	4.8364720345	4.1373138428	5.8208661079
543	21.6800000000	0.0090877991	0.0064178977	0.0093331533	0.0077190832	0.6809990000	0.0762980000	0.0595020000	0.0583390000	0.4842630000	0.0022040000	0	0	4.8374176025	4.1347489357	5.8155927658
544	21.7200000000	0.0091739828	0.0064229641	0.0093331533	0.0077188469	0.6245540000	0.0768800000	0.0596270000	0.0000010000	0.4855770000	0.0020880000	0	0	4.8380026817	4.1355752945	5.8053717613
545	21.7600000000	0.0093450025	0.0064283256	0.0093450025	0.0077154022	1.2213470000	0.0763400000	0.0605280000	0.0578250000	0.4845810000	0.5416850000	0	0	4.8408250809	4.1341819763	5.7932486534
546	21.8000000000	0.0093922317	0.0064337540	0.0093922317	0.0077198127	0.6246930000	0.0764410000	0.0603180000	0.0000000000	0.4854950000	0.0020460000	0	0	4.8423089981	4.1348495483	5.7865824699
547	21.8400000000	0.0095355250	0.0064394245	0.0095355250	0.0077178412	0.6900650000	0.0768400000	0.0682160000	0.0577060000	0.4847250000	0.0022030000	0	0	4.8443336487	4.1367712021	5.7747945786
548	21.8800000000	0.0095384549	0.0064450797	0.0095384549	0.0077109436	0.6320510000	0.0764790000	0.0681350000	0.0000000000	0.4848810000	0.0021710000	0	0	4.8410282135	4.1370606422	5.7714576721
549	21.9200000000	0.0091740293	0.0064500505	0.0095384549	0.0077043657	1.2195340000	0.0766670000	0.0597550000	0.0584010000	0.4838830000	0.5404440000	0	0	4.8421263695	4.1360793114	5.7651305199
550	21.9600000000	0.0092613902	0.0064551620	0.0095384549	0.0076979798	0.6160690000	0.0766720000	0.0515480000	0.0000000000	0.4853800000	0.0020970000	0	0	4.8416719437	4.1383671761	5.7582979202
551	22.0000000000	0.0093500493	0.0064604159	0.0095384549	0.0076923140	0.6877900000	0.0762820000	0.0686000000	0.0576600000	0.4827140000	0.0021490000	0	0	4.8421573639	4.1383814812	5.7502655983
552	22.0400000000	0.0096852817	0.0064662580	0.0096852817	0.0076855393	0.6175210000	0.0770580000	0.0514000000	0.0000010000	0.4862950000	0.0023760000	0	0	4.8454670906	4.1399765015	5.7419080734
553	22.0800000000	0.0097458493	0.0064721886	0.0097458493	0.0076820400	1.2119460000	0.0766800000	0.0595090000	0.0573950000	0.4820740000	0.5359010000	0	0	4.8440542221	4.1400318146	5.7395100594
554	22.1200000000	0.0095401267	0.0064777263	0.0097458493	0.0076760854	0.6219520000	0.0764500000	0.0593860000	0.0000010000	0.4836040000	0.0021290000	0	0	4.8444299698	4.1382112503	5.7326188087
555	22.1600000000	0.0095161730	0.0064832010	0.0097458493	0.0076697616	0.6762740000	0.0768640000	0.0597590000	0.0578760000	0.4791810000	0.0021630000	0	0	4.8451600075	4.1407427788	5.7244954109
556	22.2000000000	0.0099627972	0.0064894593	0.0099627972	0.0076660222	0.6207210000	0.0769100000	0.0514950000	0.0000010000	0.4896570000	0.0022340000	0	0	4.8449959755	4.1436347961	5.7156496048
557	22.2400000000	0.0101133725	0.0064959654	0.0101133725	0.0076735723	1.1949650000	0.0774550000	0.0488910000	0.0570330000	0.4791010000	0.5320940000	0	0	4.8445224762	4.1410198212	5.7114362717
558	22.2800000000	0.0102238767	0.0065026463	0.0102238767	0.0076668282	0.6105500000	0.0762360000	0.0516750000	0.0000010000	0.4801570000	0.0021020000	0	0	4.8424921036	4.1385364532	5.7053847313
559	22.3200000000	0.0100648552	0.0065090187	0.0102238767	0.0076621047	0.6649580000	0.0774000000	0.0494330000	0.0570030000	0.4784610000	0.0022400000	0	0	4.8419656754	4.1408181190	5.7001256943
560	22.3600000000	0.0102594309	0.0065157159	0.0102594309	0.0076564764	0.6210340000	0.0765860000	0.0608500000	0.0000010000	0.4810680000	0.0021400000	0	0	4.8407115936	4.1408858299	5.6966981888
561	22.4000000000	0.0103789140	0.0065226022	0.0103789140	0.0076506373	1.1941860000	0.0765190000	0.0516920000	0.0570540000	0.4782740000	0.5302540000	0	0	4.8441319466	4.1399006844	5.6882758141
562	22.4400000000	0.0108614536	0.0065303225	0.0108614536	0.0076440347	0.6179140000	0.0767180000	0.0580760000	0.0000010000	0.4806330000	0.0020950000	0	0	4.8426585197	4.1416478157	5.6850018501
563	22.4800000000	0.0109862881	0.0065382372	0.0109862881	0.0076396921	0.6719810000	0.0764750000	0.0593020000	0.0564450000	0.4772150000	0.0021430000	0	0	4.8448514938	4.1417422295	5.6756629944
564	22.5200000000	0.0108698998	0.0065459175	0.0109862881	0.0076364202	0.6082290000	0.0760980000	0.0496970000	0.0000010000	0.4797800000	0.0022590000	0	0	4.8450665474	4.1396160126	5.6699514389
565	22.5600000000	0.0108251721	0.0065534914	0.0109862881	0.0076297495	1.1855130000	0.0762820000	0.0512430000	0.0566490000	0.4724850000	0.5284610000	0	0	4.8484158516	4.1370267868	5.6585116386
566	22.6000000000	0.0111086490	0.0065615394	0.0111086490	0.0076246202	0.6567100000	0.0774310000	0.1015210000	0.0000000000	0.4752200000	0.0021150000	0	0	4.8492350578	4.1363444328	5.6516499519
567	22.6400000000	0.0110840946	0.0065695156	0.0111086490	0.0076186957	0.6576460000	0.0759470000	0.0520800000	0.0558750000	0.4710300000	0.0023110000	0	0	4.8505992889	4.1357812881	5.6452546120
568	22.6800000000	0.0112800831	0.0065778089	0.0112800831	0.0076122582	0.6329040000	0.0780970000	0.0788000000	0.0000000000	0.4732260000	0.0023790000	0	0	4.8528742790	4.1337919235	5.6363296509
569	22.7200000000	0.0115585746	0.0065865624	0.0115585746	0.0076078614	1.1561740000	0.0759550000	0.0496790000	0.0553980000	0.4651260000	0.5096200000	0	0	4.8550086021	4.1323933601	5.6257081032
570	22.7600000000	0.0117460126	0.0065956141	0.0117460126	0.0076041817	0.6363250000	0.0951730000	0.0633740000	0.0000000000	0.4750660000	0.0023140000	0	0	4.8539118767	4.1350970268	5.6158022881
571	22.8000000000	0.0117926467	0.0066047157	0.0117926467	0.0075989774	0.6600620000	0.0760860000	0.0604600000	0.0575710000	0.4631980000	0.0023510000	0	0	4.8526320457	4.1364274025	5.6073126793
572	22.8400000000	0.0119862352	0.0066141240	0.0119862352	0.0075970925	0.5908100000	0.0763660000	0.0512390000	0.0000000000	0.4605650000	0.0022450000	0	0	4.8525748253	4.1325988770	5.5987901688
573	22.8800000000	0.0114551457	0.0066225726	0.0119862352	0.0075926239	1.1350350000	0.0762460000	0.0501850000	0.0548350000	0.4568490000	0.4964900000	0	0	4.8516778946	4.1318736076	5.5900983810
574	22.9200000000	0.0110422075	0.0066302723	0.0119862352	0.0075860794	0.5867220000	0.0766810000	0.0505240000	0.0000010000	0.4568550000	0.0022420000	0	0	4.8487844467	4.1331391335	5.5837182999
575	22.9600000000	0.0105927670	0.0066371636	0.0119862352	0.0075812703	0.6391210000	0.0763060000	0.0530340000	0.0545080000	0.4526670000	0.0021900000	0	0	4.8474287987	4.1297049522	5.5744423866
576	23.0000000000	0.0106543070	0.0066441378	0.0119862352	0.0075764933	0.6013210000	0.0762400000	0.0619130000	0.0000010000	0.4604430000	0.0023200000	0	0	4.8464994431	4.1262712479	5.5671787262
577	23.0400000000	0.0107323052	0.0066512230	0.0119862352	0.0075777350	1.1361820000	0.0760080000	0.0507540000	0.0540540000	0.4565030000	0.4983580000	0	0	4.8451504707	4.1279492378	5.5576205254
578	23.0800000000	0.0108927768	0.0066585613	0.0119862352	0.0075711894	0.5847400000	0.0772960000	0.0528380000	0.0000000000	0.4519490000	0.0022540000	0	0	4.8442006111	4.1274399757	5.5480408669
579	23.1200000000	0.0108642448	0.0066658250	0.0119862352	0.0075647392	0.6363620000	0.0783320000	0.0512030000	0.0537200000	0.4503760000	0.0023250000	0	0	4.8436369896	4.1246871948	5.5389299393
580	23.1600000000	0.0111075733	0.0066734832	0.0119862352	0.0075598649	0.5982440000	0.0762770000	0.0694170000	0.0000010000	0.4496440000	0.0024200000	0	0	4.8430223465	4.1238994598	5.5285763741
581	23.2000000000	0.0109724598	0.0066808825	0.0119862352	0.0075536700	1.1256860000	0.0772180000	0.0717750000	0.0535580000	0.4430360000	0.4796900000	0	0	4.8414340019	4.1239876747	5.5193090439
582	23.2400000000	0.0109157050	0.0066881588	0.0119862352	0.0075476447	0.5734030000	0.0771020000	0.0514220000	0.0000000000	0.4423370000	0.0021400000	0	0	4.8400406837	4.1217408180	5.5082278252
583	23.2800000000	0.0111112250	0.0066957455	0.0119862352	0.0075416197	0.6242920000	0.0762860000	0.0511980000	0.0537240000	0.4404700000	0.0022100000	0	0	4.8399858475	4.1185960770	5.4986867905
584	23.3200000000	0.0113307983	0.0067036823	0.0119862352	0.0075420709	0.5835680000	0.0762880000	0.0624490000	0.0000000000	0.4423070000	0.0021240000	0	0	4.8379311562	4.1192674637	5.4873638153
585	23.3600000000	0.0114425896	0.0067117830	0.0119862352	0.0075369920	1.0899100000	0.0765100000	0.0538090000	0.0530230000	0.4378330000	0.4683280000	0	0	4.8366580009	4.1185951233	5.4759349823
586	23.4000000000	0.0115328841	0.0067200101	0.0119862352	0.0075327954	0.5713500000	0.0764230000	0.0534720000	0.0000010000	0.4388280000	0.0022060000	0	0	4.8362865448	4.1153893471	5.4647917747
587	23.4400000000	0.0115988692	0.0067283216	0.0119862352	0.0075369967	0.6195030000	0.0761010000	0.0539520000	0.0526840000	0.4341380000	0.0022050000	0	0	4.8348731995	4.1148843765	5.4552106857
588	23.4800000000	0.0118322996	0.0067370018	0.0119862352	0.0075447559	0.5711710000	0.0767840000	0.0539050000	0.0000010000	0.4373040000	0.0027320000	0	0	4.8321962357	4.1171417236	5.4275836945
589	23.5200000000	0.0119161066	0.0067457949	0.0119862352	0.0075389970	1.0881500000	0.0765110000	0.0636650000	0.0521270000	0.4387510000	0.4566840000	0	0	4.8303332329	4.1186680794	5.4176931381
590	23.5600000000	0.0120936586	0.0067548591	0.0120936586	0.0075365102	0.5615830000	0.0770190000	0.0548600000	0.0000000000	0.4271090000	0.0021880000	0	0	4.8280205727	4.1204948425	5.4060730934
591	23.6000000000	0.0120704276	0.0067638533	0.0120936586	0.0075407776	0.6114640000	0.0772900000	0.0547040000	0.0519370000	0.4248310000	0.0022840000	0	0	4.8268141747	4.1181960106	5.3948674202
592	23.6400000000	0.0121807968	0.0067730035	0.0121807968	0.0075346785	0.5582640000	0.0765480000	0.0545490000	0.0000000000	0.4244400000	0.0023110000	0	0	4.8257255554	4.1157240868	5.3807616234
593	23.6800000000	0.0122898649	0.0067823068	0.0122898649	0.0075303800	1.0460640000	0.0765130000	0.0546180000	0.0515150000	0.4209440000	0.4419840000	0	0	4.8239159584	4.1156992912	5.3681573868
594	23.7200000000	0.0124511309	0.0067918503	0.0124511309	0.0075261824	0.6089330000	0.0766890000	0.1086470000	0.0000000000	0.4209890000	0.0022130000	0	0	4.8224449158	4.1157083511	5.3562083244
595	23.7600000000	0.0123170437	0.0068011363	0.0124511309	0.0075230143	0.5993730000	0.0767750000	0.0523010000	0.0510940000	0.4165080000	0.0022890000	0	0	4.8198280334	4.1146917343	5.3472523689
596	23.8000000000	0.0123001346	0.0068103628	0.0124511309	0.0075222634	0.5514800000	0.0765290000	0.0551590000	0.0000010000	0.4170820000	0.0022930000	0	0	4.8180365562	4.1160268784	5.3342952728
597	23.8400000000	0.0124172084	0.0068197545	0.0124511309	0.0075162281	1.0258830000	0.0768750000	0.0554500000	0.0507460000	0.4118890000	0.4305110000	0	0	4.8152809143	4.1178154945	5.3236846924
598	23.8800000000	0.0125421435	0.0068293237	0.0125421435	0.0075108172	0.5533310000	0.0769280000	0.0553090000	0.0000000000	0.4182650000	0.0023690000	0	0	4.8136000633	4.1177115440	5.3099169731
599	23.9200000000	0.0124945082	0.0068387815	0.0125421435	0.0075049645	0.5914400000	0.0773680000	0.0528500000	0.0502520000	0.4081290000	0.0023620000	0	0	4.8105731010	4.1196990013	5.2997140884
600	23.9600000000	0.0127249919	0.0068485918	0.0127249919	0.0075020667	0.5520950000	0.0777140000	0.0644920000	0.0000010000	0.4070920000	0.0023800000	0	0	4.8085546494	4.1200079918	5.2883267403
601	24.0000000000	0.0126717379	0.0068582809	0.0127249919	0.0074964791	1.0029560000	0.0769890000	0.0532330000	0.0499420000	0.4027180000	0.4196670000	0	0	4.8055081367	4.1201152802	5.2780599594
602	24.0400000000	0.0127339792	0.0068680412	0.0127339792	0.0074903325	0.5372960000	0.0774600000	0.0526950000	0.0000000000	0.4044340000	0.0022960000	0	0	4.8034982681	4.1201443672	5.2654304504
603	24.0800000000	0.0126807988	0.0068776810	0.0127339792	0.0074841590	0.5826760000	0.0768550000	0.0530230000	0.0498310000	0.4002370000	0.0023240000	0	0	4.8000788689	4.1204409599	5.2565059662
604	24.1200000000	0.0126046119	0.0068871626	0.0127339792	0.0074779613	0.5369710000	0.0791060000	0.0534040000	0.0000000000	0.4018060000	0.0022410000	0	0	4.7967081070	4.1212196350	5.2485613823
605	24.1600000000	0.0124348868	0.0068963324	0.0127339792	0.0074721476	0.9922180000	0.0769380000	0.0532660000	0.0496820000	0.3974700000	0.4144460000	0	0	4.7938370705	4.1201314926	5.2399449348
606	24.2000000000	0.0123974690	0.0069054102	0.0127339792	0.0074661842	0.5221640000	0.0769170000	0.0460980000	0.0000000000	0.3964530000	0.0022790000	0	0	4.7913403511	4.1177153587	5.2324337959
607	24.2400000000	0.0123864803	0.0069144400	0.0127339792	0.0074604640	0.5683170000	0.0766200000	0.0461350000	0.0490250000	0.3938170000	0.0022810000	0	0	4.7891669273	4.1171064377	5.2196941376
608	24.2800000000	0.0124271624	0.0069235069	0.0127339792	0.0074546963	0.5439480000	0.0770690000	0.0716130000	0.0000000000	0.3925250000	0.0023270000	0	0	4.7860803604	4.1186313629	5.2109327316
609	24.3200000000	0.0124163991	0.0069325265	0.0127339792	0.0074504282	0.9715820000	0.0770930000	0.0530730000	0.0486020000	0.3893590000	0.4030320000	0	0	4.7844285965	4.1158552170	5.2018966675
610	24.3600000000	0.0126990909	0.0069419799	0.0127339792	0.0074446161	0.5251220000	0.0766000000	0.0559600000	0.0000000000	0.3898570000	0.0022900000	0	0	4.7824077606	4.1120800972	5.1934227943
611	24.4000000000	0.0127257742	0.0069514460	0.0127339792	0.0074431350	0.5691330000	0.0768130000	0.0533880000	0.0483830000	0.3877680000	0.0023540000	0	0	4.7810373306	4.1113533974	5.1798620224
612	24.4400000000	0.0127539765	0.0069609272	0.0127539765	0.0074382295	0.5318760000	0.0767250000	0.0651110000	0.0000000000	0.3872530000	0.0023700000	0	0	4.7781505585	4.1117610931	5.1706018448
613	24.4800000000	0.0127779879	0.0069704167	0.0127779879	0.0074328764	0.9555630000	0.0767910000	0.0535540000	0.0479030000	0.3827850000	0.3941120000	0	0	4.7759847641	4.1098141670	5.1632366180
614	24.5200000000	0.0129235191	0.0069801123	0.0129235191	0.0074269186	0.5142190000	0.0768300000	0.0536210000	0.0000010000	0.3810680000	0.0022880000	0	0	4.7741403580	4.1075172424	5.1499900818
615	24.5600000000	0.0129469791	0.0069898146	0.0129469791	0.0074212573	0.5634690000	0.0769420000	0.0559760000	0.0477720000	0.3799940000	0.0023080000	0	0	4.7727527618	4.1062231064	5.1416616440
616	24.6000000000	0.0130463596	0.0069996466	0.0130463596	0.0074161028	0.5160420000	0.0769150000	0.0563250000	0.0000010000	0.3800070000	0.0023710000	0	0	4.7712364197	4.1034350395	5.1305046082
617	24.6400000000	0.0130322194	0.0070094239	0.0130463596	0.0074151036	0.9437390000	0.0780230000	0.0560420000	0.0476970000	0.3762910000	0.3852370000	0	0	4.7693295479	4.1018366814	5.1196293831
618	24.6800000000	0.0131848631	0.0070194165	0.0131848631	0.0074153443	0.5120770000	0.0770020000	0.0561190000	0.0000000000	0.3761880000	0.0023450000	0	0	4.7682161331	4.1001100540	5.1066913605
619	24.7200000000	0.0130424947	0.0070291468	0.0131848631	0.0074167878	0.5589010000	0.0771230000	0.0630610000	0.0464810000	0.3694980000	0.0023150000	0	0	4.7670350075	4.0992336273	5.0915517807
620	24.7600000000	0.0131934891	0.0070390893	0.0131934891	0.0074140577	0.5162050000	0.0772780000	0.0628230000	0.0000000000	0.3733880000	0.0022970000	0	0	4.7641267776	4.1002116203	5.0825390816
621	24.8000000000	0.0132278297	0.0070490551	0.0132278297	0.0074082150	1.0066180000	0.0770950000	0.0537780000	0.0557770000	0.3935260000	0.4259880000	0	0	4.7624206543	4.0996851921	5.0721964836
622	24.8400000000	0.0131252212	0.0070588238	0.0132278297	0.0074024894	0.5399400000	0.0817840000	0.0691630000	0.0000010000	0.3859670000	0.0025910000	0	0	4.7605113983	4.0975685120	5.0613679886
623	24.8800000000	0.0134658217	0.0070691079	0.0134658217	0.0073998621	0.5765050000	0.0794750000	0.0579700000	0.0469210000	0.3887990000	0.0028020000	0	0	4.7581906319	4.0983338356	5.0503802299
624	24.9200000000	0.0136204269	0.0070796069	0.0136204269	0.0073945387	0.5687010000	0.0984420000	0.0652410000	0.0000000000	0.4019810000	0.0025970000	0	0	4.7552342415	4.0992217064	5.0390920639
625	24.9600000000	0.0137458704	0.0070902729	0.0137458704	0.0073887468	0.9356030000	0.0784020000	0.0566840000	0.0456680000	0.3650780000	0.3893290000	0	0	4.7524528503	4.0976271629	5.0290460587
626	25.0000000000	0.0138271311	0.0071010346	0.0138271311	0.0073837038	0.5186810000	0.0792220000	0.0566250000	0.0000000000	0.3798190000	0.0025690000	0	0	4.7505025864	4.0956144333	5.0196456909
627	25.0400000000	0.0139325857	0.0071119302	0.0139325857	0.0073805745	0.5519980000	0.0783500000	0.0558760000	0.0465380000	0.3681880000	0.0026010000	0	0	4.7477035522	4.0953168869	5.0092539787
628	25.0800000000	0.0139534343	0.0071228244	0.0139534343	0.0073750237	0.5218590000	0.0791350000	0.0591920000	0.0000010000	0.3806090000	0.0024810000	0	0	4.7438836098	4.0972118378	4.9996819496
629	25.1200000000	0.0138602424	0.0071335357	0.0139534343	0.0073717964	0.9015640000	0.0788510000	0.0557360000	0.0454410000	0.3550920000	0.3659960000	0	0	4.7412786484	4.0965309143	4.9935994148
630	25.1600000000	0.0139929578	0.0071444237	0.0139929578	0.0073666893	0.4922810000	0.0769790000	0.0559280000	0.0000000000	0.3564020000	0.0025340000	0	0	4.7373700142	4.0965766907	4.9841146469
631	25.2000000000	0.0139057441	0.0071551389	0.0139929578	0.0073631542	0.5613760000	0.0767830000	0.0708630000	0.0447980000	0.3655330000	0.0027570000	0	0	4.7334027290	4.0973753929	4.9755001068
632	25.2400000000	0.0140597029	0.0071660638	0.0140597029	0.0073621056	0.4861790000	0.0790100000	0.0516760000	0.0000010000	0.3525330000	0.0025260000	0	0	4.7296161652	4.0964941978	4.9697847366
633	25.2800000000	0.0137616666	0.0071764834	0.0140597029	0.0073579726	0.8870080000	0.0769410000	0.0644270000	0.0443360000	0.3448690000	0.3559640000	0	0	4.7255744934	4.0974655151	4.9597468376
634	25.3200000000	0.0145105822	0.0071880514	0.0145105822	0.0073548185	0.4924000000	0.0778220000	0.0652860000	0.0000010000	0.3464310000	0.0024190000	0	0	4.7203817368	4.0991778374	4.9509372711
635	25.3600000000	0.0144712562	0.0071995210	0.0145105822	0.0073574374	0.5745680000	0.0773480000	0.1098680000	0.0439680000	0.3405330000	0.0024160000	0	0	4.7163519859	4.0990500450	4.9454531670
